Input_Len,Pred_Len,Rate,Model,Loss,Active_Features_Count,Active_Features
100,1500,10,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2700,10,SimpleLSTM,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,100,10,SingleCross,TailMSE,1,048|era5_pressure_merged_200hPa_filtered_normalized|w
100,100,10,SingleCross,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,100,10,SingleCross,TailW1,1,045|era5_pressure_merged_200hPa_filtered_normalized|t
100,100,10,SingleCross,FadeDist,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
100,100,10,SingleCross,RMSE,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
100,100,10,SingleCross,W1,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
100,100,10,SingleCross,W2,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
100,300,10,SingleCross,TailMSE,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
100,300,10,SingleCross,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,300,10,SingleCross,TailW1,1,027|era5_pressure_merged_30hPa_filtered_normalized|pv
100,300,10,SingleCross,FadeDist,1,034|era5_pressure_merged_30hPa_filtered_normalized|vo
100,300,10,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,300,10,SingleCross,W1,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
100,300,10,SingleCross,W2,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
100,900,10,SingleCross,TailMSE,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
100,900,10,SingleCross,FadeTailDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
100,900,10,SingleCross,TailW1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
100,900,10,SingleCross,FadeDist,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
100,900,10,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,900,10,SingleCross,W1,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
100,900,10,SingleCross,W2,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
100,1500,10,SingleCross,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
100,1500,10,SingleCross,FadeTailDist,1,030|era5_pressure_merged_30hPa_filtered_normalized|t
100,1500,10,SingleCross,TailW1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
100,1500,10,SingleCross,FadeDist,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
100,1500,10,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,1500,10,SingleCross,W1,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
100,1500,10,SingleCross,W2,1,024|era5_pressure_merged_30hPa_filtered_normalized|d
100,2100,10,SingleCross,TailMSE,1,063|era5_pressure_merged_650hPa_filtered_normalized|u
100,2100,10,SingleCross,FadeTailDist,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
100,2100,10,SingleCross,TailW1,1,048|era5_pressure_merged_200hPa_filtered_normalized|w
100,2100,10,SingleCross,FadeDist,1,059|era5_pressure_merged_650hPa_filtered_normalized|q
100,2100,10,SingleCross,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
100,2100,10,SingleCross,W1,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
100,2100,10,SingleCross,W2,1,042|era5_pressure_merged_200hPa_filtered_normalized|ciwc
100,2700,10,SingleCross,FadeDist,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
100,2700,10,SingleCross,FadeTailDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
100,2700,10,SingleCross,RMSE,1,051|era5_pressure_merged_650hPa_filtered_normalized|d
100,2700,10,SingleCross,TailMSE,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
100,2700,10,SingleCross,TailW1,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
100,2700,10,SingleCross,W1,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
100,2700,10,SingleCross,W2,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
300,300,30,AGLSTM,TailMSE,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,300,30,AGLSTM,FadeTailDist,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,300,30,AGLSTM,TailW1,1,043|era5_pressure_merged_200hPa_filtered_normalized|q
300,300,30,AGLSTM,FadeDist,1,085|era5_surface_merged_all_filter_normalized|ttrc
300,300,30,AGLSTM,RMSE,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,300,30,AGLSTM,W1,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,300,30,AGLSTM,W2,1,149|era5_surface_merged_all_filter_normalized|v100
300,1500,30,AGLSTM,TailMSE,1,149|era5_surface_merged_all_filter_normalized|v100
300,1500,30,AGLSTM,FadeTailDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,1500,30,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,1500,30,AGLSTM,FadeDist,1,200|era5_surface_merged_all_filter_normalized|vimat
300,1500,30,AGLSTM,RMSE,1,154|era5_surface_merged_all_filter_normalized|ishf
300,1500,30,AGLSTM,W1,1,237|era5_surface_merged_all_filter_normalized|mn2t
300,1500,30,AGLSTM,W2,1,228|era5_surface_merged_all_filter_normalized|tco3
300,2100,30,AGLSTM,TailMSE,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,2100,30,AGLSTM,FadeTailDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2100,30,AGLSTM,TailW1,1,162|era5_surface_merged_all_filter_normalized|mcc
300,2100,30,AGLSTM,FadeDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2100,30,AGLSTM,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2100,30,AGLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
300,2100,30,AGLSTM,W2,1,234|era5_surface_merged_all_filter_normalized|tplt
300,2700,30,AGLSTM,TailMSE,1,045|era5_pressure_merged_200hPa_filtered_normalized|t
300,2700,30,AGLSTM,FadeTailDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2700,30,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,2700,30,AGLSTM,FadeDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2700,30,AGLSTM,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2700,30,AGLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
300,2700,30,AGLSTM,W2,1,039|era5_pressure_merged_200hPa_filtered_normalized|o3
300,900,30,AGLSTM,TailMSE,1,149|era5_surface_merged_all_filter_normalized|v100
300,900,30,AGLSTM,FadeTailDist,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,900,30,AGLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,900,30,AGLSTM,FadeDist,1,141|era5_surface_merged_all_filter_normalized|t2m
300,900,30,AGLSTM,RMSE,1,141|era5_surface_merged_all_filter_normalized|t2m
300,900,30,AGLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
300,900,30,AGLSTM,W2,1,085|era5_surface_merged_all_filter_normalized|ttrc
300,300,30,FiLMLSTM,TailMSE,1,214|era5_surface_merged_all_filter_normalized|chnk
300,300,30,FiLMLSTM,FadeTailDist,1,098|era5_surface_merged_all_filter_normalized|mgws
300,300,30,FiLMLSTM,TailW1,1,108|era5_surface_merged_all_filter_normalized|avg_lsprate
300,300,30,FiLMLSTM,FadeDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,300,30,FiLMLSTM,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,300,30,FiLMLSTM,W1,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
300,300,30,FiLMLSTM,W2,1,228|era5_surface_merged_all_filter_normalized|tco3
300,1500,30,FiLMLSTM,TailMSE,1,233|era5_surface_merged_all_filter_normalized|tplb
300,1500,30,FiLMLSTM,FadeTailDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,1500,30,FiLMLSTM,TailW1,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
300,1500,30,FiLMLSTM,FadeDist,1,180|era5_surface_merged_all_filter_normalized|sd
300,1500,30,FiLMLSTM,RMSE,1,098|era5_surface_merged_all_filter_normalized|mgws
300,1500,30,FiLMLSTM,W1,1,200|era5_surface_merged_all_filter_normalized|vimat
300,1500,30,FiLMLSTM,W2,1,139|era5_surface_merged_all_filter_normalized|v10
300,2100,30,FiLMLSTM,TailMSE,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
300,2100,30,FiLMLSTM,FadeTailDist,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
300,2100,30,FiLMLSTM,TailW1,1,051|era5_pressure_merged_650hPa_filtered_normalized|d
300,2100,30,FiLMLSTM,FadeDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2100,30,FiLMLSTM,RMSE,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
300,2100,30,FiLMLSTM,W1,1,110|era5_surface_merged_all_filter_normalized|avg_ingwss
300,2100,30,FiLMLSTM,W2,1,200|era5_surface_merged_all_filter_normalized|vimat
300,2700,30,FiLMLSTM,TailMSE,1,006|era5_pressure_merged_1hPa_filtered_normalized|t
300,2700,30,FiLMLSTM,FadeTailDist,1,149|era5_surface_merged_all_filter_normalized|v100
300,2700,30,FiLMLSTM,TailW1,1,133|era5_surface_merged_all_filter_normalized|avg_tnlwrfcs
300,2700,30,FiLMLSTM,FadeDist,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2700,30,FiLMLSTM,RMSE,1,236|era5_surface_merged_all_filter_normalized|mx2t
300,2700,30,FiLMLSTM,W1,1,141|era5_surface_merged_all_filter_normalized|t2m
300,2700,30,FiLMLSTM,W2,1,139|era5_surface_merged_all_filter_normalized|v10
300,900,30,FiLMLSTM,TailMSE,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
300,900,30,FiLMLSTM,FadeTailDist,1,004|era5_pressure_merged_1hPa_filtered_normalized|r
300,900,30,FiLMLSTM,TailW1,1,219|era5_surface_merged_all_filter_normalized|fsr
300,900,30,FiLMLSTM,FadeDist,1,090|era5_surface_merged_all_filter_normalized|lsf
300,900,30,FiLMLSTM,RMSE,1,141|era5_surface_merged_all_filter_normalized|t2m
300,900,30,FiLMLSTM,W1,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
300,900,30,FiLMLSTM,W2,1,098|era5_surface_merged_all_filter_normalized|mgws
300,300,1,Fusion,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,Fusion,TailW1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,Fusion,TailMSE,1,234|era5_surface_merged_all_filter_normalized|tplt
300,300,1,Fusion,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,Fusion,W1,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,Fusion,W2,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,10,Fusion,FadeTailDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,300,10,Fusion,TailW1,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
300,300,10,Fusion,TailMSE,1,042|era5_pressure_merged_200hPa_filtered_normalized|ciwc
300,300,10,Fusion,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,10,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,10,Fusion,W1,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
300,300,10,Fusion,W2,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
300,300,30,Fusion,TailMSE,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
300,300,30,Fusion,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,Fusion,TailW1,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
300,300,30,Fusion,FadeDist,1,048|era5_pressure_merged_200hPa_filtered_normalized|w
300,300,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,Fusion,W1,1,013|era5_pressure_merged_5hPa_filtered_normalized|z
300,300,30,Fusion,W2,1,024|era5_pressure_merged_30hPa_filtered_normalized|d
300,1500,30,Fusion,TailMSE,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,1500,30,Fusion,FadeTailDist,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,1500,30,Fusion,TailW1,1,099|era5_surface_merged_all_filter_normalized|nsss
300,1500,30,Fusion,FadeDist,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
300,1500,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,Fusion,W1,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
300,1500,30,Fusion,W2,1,019|era5_pressure_merged_5hPa_filtered_normalized|u
300,2100,30,Fusion,TailMSE,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,2100,30,Fusion,FadeTailDist,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,2100,30,Fusion,TailW1,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,2100,30,Fusion,FadeDist,1,223|era5_surface_merged_all_filter_normalized|inss
300,2100,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,Fusion,W1,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
300,2100,30,Fusion,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,2700,30,Fusion,TailMSE,1,013|era5_pressure_merged_5hPa_filtered_normalized|z
300,2700,30,Fusion,FadeTailDist,1,149|era5_surface_merged_all_filter_normalized|v100
300,2700,30,Fusion,TailW1,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
300,2700,30,Fusion,FadeDist,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
300,2700,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,Fusion,W1,1,043|era5_pressure_merged_200hPa_filtered_normalized|q
300,2700,30,Fusion,W2,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,900,30,Fusion,TailMSE,1,026|era5_pressure_merged_30hPa_filtered_normalized|o3
300,900,30,Fusion,FadeTailDist,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
300,900,30,Fusion,TailW1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,900,30,Fusion,FadeDist,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
300,900,30,Fusion,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,Fusion,W1,1,067|era5_pressure_merged_650hPa_filtered_normalized|expver
300,900,30,Fusion,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,300,1,NoPosEnc,TailMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,1,NoPosEnc,FadeTailDist,1,235|era5_surface_merged_all_filter_normalized|deg0l
300,300,10,NoPosEnc,FadeTailDist,1,027|era5_pressure_merged_30hPa_filtered_normalized|pv
300,300,10,NoPosEnc,TailW1,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
300,300,10,NoPosEnc,TailMSE,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
300,300,10,NoPosEnc,FadeDist,1,238|era5_surface_merged_all_filter_normalized|fg10
300,300,10,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,10,NoPosEnc,W1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,300,10,NoPosEnc,W2,1,003|era5_pressure_merged_1hPa_filtered_normalized|pv
300,300,30,NoPosEnc,TailMSE,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
300,300,30,NoPosEnc,FadeTailDist,1,239|era5_surface_merged_all_filter_normalized|mxtpr
300,300,30,NoPosEnc,TailW1,1,042|era5_pressure_merged_200hPa_filtered_normalized|ciwc
300,300,30,NoPosEnc,FadeDist,1,033|era5_pressure_merged_30hPa_filtered_normalized|w
300,300,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,NoPosEnc,W1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,300,30,NoPosEnc,W2,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
300,1500,30,NoPosEnc,TailMSE,1,020|era5_pressure_merged_5hPa_filtered_normalized|v
300,1500,30,NoPosEnc,FadeTailDist,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
300,1500,30,NoPosEnc,TailW1,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
300,1500,30,NoPosEnc,FadeDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,NoPosEnc,W1,1,060|era5_pressure_merged_650hPa_filtered_normalized|crwc
300,1500,30,NoPosEnc,W2,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
300,2100,30,NoPosEnc,TailMSE,1,030|era5_pressure_merged_30hPa_filtered_normalized|t
300,2100,30,NoPosEnc,FadeTailDist,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
300,2100,30,NoPosEnc,TailW1,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
300,2100,30,NoPosEnc,FadeDist,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
300,2100,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,NoPosEnc,W1,1,026|era5_pressure_merged_30hPa_filtered_normalized|o3
300,2100,30,NoPosEnc,W2,1,013|era5_pressure_merged_5hPa_filtered_normalized|z
300,2700,30,NoPosEnc,TailMSE,1,009|era5_pressure_merged_1hPa_filtered_normalized|w
300,2700,30,NoPosEnc,FadeTailDist,1,009|era5_pressure_merged_1hPa_filtered_normalized|w
300,2700,30,NoPosEnc,TailW1,1,038|era5_pressure_merged_200hPa_filtered_normalized|z
300,2700,30,NoPosEnc,FadeDist,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
300,2700,30,NoPosEnc,RMSE,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
300,2700,30,NoPosEnc,W1,1,065|era5_pressure_merged_650hPa_filtered_normalized|w
300,2700,30,NoPosEnc,W2,1,139|era5_surface_merged_all_filter_normalized|v10
300,900,30,NoPosEnc,TailMSE,1,009|era5_pressure_merged_1hPa_filtered_normalized|w
300,900,30,NoPosEnc,FadeTailDist,1,016|era5_pressure_merged_5hPa_filtered_normalized|r
300,900,30,NoPosEnc,TailW1,1,063|era5_pressure_merged_650hPa_filtered_normalized|u
300,900,30,NoPosEnc,FadeDist,1,008|era5_pressure_merged_1hPa_filtered_normalized|v
300,900,30,NoPosEnc,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,NoPosEnc,W1,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,900,30,NoPosEnc,W2,1,000|era5_pressure_merged_1hPa_filtered_normalized|d
300,300,30,NoTempAttn,TailMSE,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,300,30,NoTempAttn,FadeTailDist,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,NoTempAttn,TailW1,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,300,30,NoTempAttn,FadeDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,300,30,NoTempAttn,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,30,NoTempAttn,W1,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
300,300,30,NoTempAttn,W2,1,018|era5_pressure_merged_5hPa_filtered_normalized|t
300,1500,30,NoTempAttn,TailMSE,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,1500,30,NoTempAttn,FadeTailDist,1,033|era5_pressure_merged_30hPa_filtered_normalized|w
300,1500,30,NoTempAttn,TailW1,1,187|era5_surface_merged_all_filter_normalized|viozd
300,1500,30,NoTempAttn,FadeDist,1,047|era5_pressure_merged_200hPa_filtered_normalized|v
300,1500,30,NoTempAttn,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,1500,30,NoTempAttn,W1,1,098|era5_surface_merged_all_filter_normalized|mgws
300,1500,30,NoTempAttn,W2,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
300,2100,30,NoTempAttn,TailMSE,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,2100,30,NoTempAttn,FadeTailDist,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,2100,30,NoTempAttn,TailW1,1,115|era5_surface_merged_all_filter_normalized|avg_tsrwe
300,2100,30,NoTempAttn,FadeDist,1,017|era5_pressure_merged_5hPa_filtered_normalized|q
300,2100,30,NoTempAttn,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2100,30,NoTempAttn,W1,1,149|era5_surface_merged_all_filter_normalized|v100
300,2100,30,NoTempAttn,W2,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,2700,30,NoTempAttn,TailMSE,1,055|era5_pressure_merged_650hPa_filtered_normalized|pv
300,2700,30,NoTempAttn,FadeTailDist,1,139|era5_surface_merged_all_filter_normalized|v10
300,2700,30,NoTempAttn,TailW1,1,032|era5_pressure_merged_30hPa_filtered_normalized|v
300,2700,30,NoTempAttn,FadeDist,1,022|era5_pressure_merged_5hPa_filtered_normalized|vo
300,2700,30,NoTempAttn,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,2700,30,NoTempAttn,W1,1,042|era5_pressure_merged_200hPa_filtered_normalized|ciwc
300,2700,30,NoTempAttn,W2,1,021|era5_pressure_merged_5hPa_filtered_normalized|w
300,900,30,NoTempAttn,TailMSE,1,010|era5_pressure_merged_1hPa_filtered_normalized|vo
300,900,30,NoTempAttn,FadeTailDist,1,064|era5_pressure_merged_650hPa_filtered_normalized|v
300,900,30,NoTempAttn,TailW1,1,061|era5_pressure_merged_650hPa_filtered_normalized|cswc
300,900,30,NoTempAttn,FadeDist,1,026|era5_pressure_merged_30hPa_filtered_normalized|o3
300,900,30,NoTempAttn,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,900,30,NoTempAttn,W1,1,058|era5_pressure_merged_650hPa_filtered_normalized|clwc
300,900,30,NoTempAttn,W2,1,046|era5_pressure_merged_200hPa_filtered_normalized|u
300,300,10,NoVertical,FadeTailDist,1,007|era5_pressure_merged_1hPa_filtered_normalized|u
300,300,10,NoVertical,TailW1,1,014|era5_pressure_merged_5hPa_filtered_normalized|o3
300,300,10,NoVertical,TailMSE,1,045|era5_pressure_merged_200hPa_filtered_normalized|t
300,300,10,NoVertical,FadeDist,1,149|era5_surface_merged_all_filter_normalized|v100
300,300,10,NoVertical,RMSE,1,240|era5_surface_merged_all_filter_normalized|mntpr
300,300,10,NoVertical,W1,1,167|era5_surface_merged_all_filter_normalized|vilwd
300,300,10,NoVertical,W2,1,028|era5_pressure_merged_30hPa_filtered_normalized|r
300,300,30,NoVertical,TailMSE,1,012|era5_pressure_merged_5hPa_filtered_normalized|d
300,300,30,NoVertical,FadeTailDist,1,139|era5_surface_merged_all_filter_normalized|v10
300,300,30,NoVertical,TailW1,1,098|era5_surface_merged_all_filter_normalized|mgws
300,300,30,NoVertical,FadeDist,1,066|era5_pressure_merged_650hPa_filtered_normalized|vo
300,300,30,NoVertical,RMSE,1,238|era5_surface_merged_all_filter_normalized|fg10
300,300,30,NoVertical,W1,1,098|era5_surface_merged_all_filter_normalized|mgws
300,300,30,NoVertical,W2,1,096|era5_surface_merged_all_filter_normalized|ewss
